Time,User,Tweets
2022-04-26 10:46:04+00:00,ron_faul,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:46:04+00:00,Tarantian_NFT,@BombNFTs TARANTIAN
2022-04-26 10:45:53+00:00,APRBIGWINJUSEYO,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:45:32+00:00,Greenhornet_NFT,"@nft_yagami @youngzuki 0x745054029DA992CecF517d085Bb17459E67635C7

Alredy follow🔥🔥🔥"
2022-04-26 10:45:23+00:00,DeannaS34638653,@abushe7 5NpqiPvyYfsqXJAwa1qh4dsKo3vWTmFNcwW4zcDPesLV @DialgaNFT @Mistthetop @DESMOND13698 @misobroth @et_buo… https://t.co/pZq7kFyfpY
2022-04-26 10:45:17+00:00,AmberLo45652740,@abushe7 J8oWAAeabLZm8iiHt26kqKJhXLBuGCYSdhBNKBMScYq7 @findBtcAlpha @BigChieffa_ @pappygold3 @solana_mouse… https://t.co/cMw0SZtu7j
2022-04-26 10:45:17+00:00,NFT_ECB,"RT @HwanniePromotes: $2,000 || 28 JUTA IDR or HONDA CBR 150 in 14 DAYS 🚀

- RT &amp; Follow @AneoIo + RT Like 📌 https://t.co/2RnXmu6NnO"
2022-04-26 10:45:08+00:00,KarenSa10772365,@abushe7 CcQX3AyUqWLxjhNBkEBnQik3K1bnd63gqFLV7dRPjqHR @SohailQ0786 @Silentmodee1 @korkmaz3ren @amanekite… https://t.co/7uK9kZpPBf
2022-04-26 10:45:03+00:00,Suzanne22929598,@abushe7 2Y4L3XrUbmbH3KaHSFogBrR8oKXJwbXRsx1nRVk47UFB @dattrockstar1 @Susanass11 @gemhostadashley @PowlinDurai… https://t.co/UtEzJyRG5Z
2022-04-26 10:45:01+00:00,bigwinsAPRILpls,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:45:00+00:00,KateBro93092413,@abushe7 7RVW7DufvKTg7eTUmJFy2nMNsY7izLcYySCW5H7oizAR @OneC_NFT @rektbyvon @PokerMastersNFT @nicko_club @vsbphire… https://t.co/lr6cyimi1S
2022-04-26 10:44:56+00:00,CherylJ52098677,@abushe7 5Foqxf487UMZPuNjwsRiQJFhFbL9WRYzRwvicATWDVhB @Smurk02 @adam_meczup @HarunKalabas @_M6M9 @Marvellous4L… https://t.co/ekN00qK2T6
2022-04-26 10:44:54+00:00,JaneSchecher4,@abushe7 D4MstVugwYMGEAkBgASU15Lg8tFfRCb5KSPeB9BbKxQg @JoikKpol @upik_zulkiflie @n_f_t_chi @WindUpEye_NFT @erik12_0… https://t.co/FdyLtptIM3
2022-04-26 10:44:48+00:00,AntoinetteAhn2,@abushe7 GNL1V6ZC7MmhXTEkt4Mv4Bye82fBtM6nmndSumwQmNzC @ShadowLegendxXX @ej4y91 @Punk_Babies @gvblimited… https://t.co/vzWjKWVifH
2022-04-26 10:44:48+00:00,SUNILDHAIYA2,"@PUSHERS_NFT Thanks sir...
DM8BHws6yQK6mtAai2VXUHk4H83uAfeYekhSN9wyGKZE"
2022-04-26 10:44:48+00:00,katark_official,"RT @aoffyscooby: Coming Soon : Kongo jidai
Discord | https://t.co/63BG30Kscu

#NFT #openseanft #nftthailandcommunity #opensea #NFTTHAILAND…"
2022-04-26 10:44:42+00:00,Snz_gfp,@cryptoziizii #santafloki  $hohoho #cryptoforacause #tesla #ElonMusk #SpaceX #Crypto #cryptogem #NFT #BSC #P2EGame… https://t.co/r5MALnftj6
2022-04-26 10:44:37+00:00,MohseniAli89,"RT @MakiatoSamurai: Pull real results with puli
🔶🔶
🔶
#PULI $PULI #pulitoken
#BSCGem #LunarCrush #BSCGemAlert
#NFT #NFTs  

🔸https://t.co/qF…"
2022-04-26 10:44:19+00:00,TammyGr22480736,@abushe7 yLz278YeEY4jsq7MvHj77WuxkXoCjU5WAHzjaRJMaLR @MelvinGERMANY1 @Rome0217 @tony_nftart @RX_SOMAA @johanjunker… https://t.co/L4GqoHjq71
2022-04-26 10:44:16+00:00,Brittne38963838,@abushe7 FdW5RSGRWzdrt62XpdfvZq42qkW17Gt6DZidpcEfH9DB @DeFi_Brian @yamagon21 @BxBunny7 @ManticMass383 @JerryOrca… https://t.co/33B8BEFwZH
2022-04-26 10:44:16+00:00,Christi26344742,@abushe7 FiPGGFpPXhYcSufvfAbAemdG3Ji6sh9Erek1A6ZQ18HT @brenNFTs @Kits_Krypto @salah_elhimer @ILGABIBBO1 @katunivic… https://t.co/mexIVspqLG
2022-04-26 10:44:11+00:00,BarbBla57158415,@abushe7 65vMoA1kaZp1ratgqZpzrBWtGp6UAxZbE3xTiPbkeaNj @imvginer @Ronnygattone @redone44784296 @M3M0Xx… https://t.co/U88GzAiKOY
2022-04-26 10:44:07+00:00,PaulAdeleye6,@nft_cryptogang @otherland_io 0x7036305ACc2acFbb8bB777B1B9a58E613db8b0c8
2022-04-26 10:43:55+00:00,MandiEv06828622,@abushe7 B2YFBWPb9Aujun886XYTbVCgvoaM877pT7D6yRqFRNSs @Bernnn23 @indianmarket8 @DragonK98471531 @katelin08627731… https://t.co/0xxLVzZF7C
2022-04-26 10:43:36+00:00,Snz_gfp,@cryptoziizii #santafloki  $hohoho #cryptoforacause #tesla #ElonMusk #SpaceX #Crypto #cryptogem #NFT #BSC #P2EGame… https://t.co/ngRiIyizLY
2022-04-26 10:43:36+00:00,SuratAlalaq,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:43:35+00:00,5yarifff,RT @Huyezq: Kuliah antum - https://t.co/wQQz4BsbPP https://t.co/46ea4x1jUV
2022-04-26 10:43:33+00:00,LarryAGuy1,@meta_ghost_nft @sora_joey 0xd3348bb9eb3cfec613b7c53bd4f5756bcd8edfd3
2022-04-26 10:43:24+00:00,YanelisGuillen1,@abushe7 35pgYUDEj8uCpwQVYkfN1wJK2e8NhHaGbgDJVb2pLQg5 @YousufI52611974 @02SB95 @_hanaduh @shibalsekii @glovemanWeb3… https://t.co/hHxcg3pKto
2022-04-26 10:43:22+00:00,StruAli,"@cryptoshots_nft @Moor56 @8xXFt2JNWzgo5Mj @nona11751868 @nohaaly00571475 
cirb2.wam"
2022-04-26 10:43:20+00:00,FatBoi_nft,"ABAM TRAFIK!

Fatboi x Dua Darjat #0037

Link: https://t.co/rh10jDKk2a https://t.co/trSlEBKeYd"
2022-04-26 10:43:10+00:00,LisaSwe25474638,@abushe7 Avs5A6roayX52dEwW17SmkbBVCfU3Y9LGztUrmZNefpa @Chopper_Smith1 @Ajayojha4509 @n1ghtrunner @SignatureDragon… https://t.co/jSyzHAOZXK
2022-04-26 10:43:08+00:00,maywin_87,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:43:06+00:00,lmx77777,"@nft_enthusiasm @Ceo_Corrupt 9URZL6EfLAGcYF7qasewqhKR5HCWDoSqbNUurWBj4iYG
@PunksFromAbove 
@lWpJxEqXVY5Kvlg… https://t.co/oZtep0xaJ6"
2022-04-26 10:42:57+00:00,JamieWambua7,@abushe7 7bKjiTBJDWz4DLsf2HF9fJT8FAtkFc36sZMfmsr7DRXa @RedondaPasion1 @CarvajalYael @fbdangeliyorum @DEchcharki… https://t.co/Ks8xcZpXuu
2022-04-26 10:42:56+00:00,xhaecphan,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:42:54+00:00,Michell06352343,@abushe7 ARU8K842J4emRiZCWQ6oiuR22q23d1R288E8xbz2CwtZ @BodinEden @gorday_nancy @SuckSebastian @cathrinadiva77… https://t.co/2qvUa5hfqd
2022-04-26 10:42:51+00:00,jjays_innie,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:42:50+00:00,syahrul_abror17,@sof1azara03 @L8YC_NFT Bismillah semoga dapet😭🤲
2022-04-26 10:42:48+00:00,RachelS89715696,@abushe7 AZzRmQqcci9sj4ywACRKs9yx3tqndTuTqc5TswaAZ38r @Imsak1443H @johnnysinsx0x0 @NFTs_MasterK @CCH_YAO @abinger25… https://t.co/e8978m8psG
2022-04-26 10:42:44+00:00,Rakkibigwin,@chitaglorya__ @Nekoverse_NFT Bismillahirrahmanirrahim https://t.co/ykWgVDYmuq
2022-04-26 10:42:44+00:00,Michell10296547,@abushe7 4MFhGf65xfDvqBUD5QrTFtDjRgyDvtbLwSDgd11EKED4 @cryptoop0000 @sandeep461987 @Ayorichie__ @RalligRalf… https://t.co/Ji4aPxKIA9
2022-04-26 10:42:33+00:00,svnbangtanxx,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:42:23+00:00,im_solucky_wins,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:42:18+00:00,AshleyM88668090,@abushe7 DYrVL7gLz3oadcrNF3wKkid6idxqbvA7cECUaBg9KKyk @Abder41254244 @disfordope @psygrr1 @Lion39040768… https://t.co/thLipw12nj
2022-04-26 10:42:13+00:00,ridwanferguso,"selamat berbuka NFT fam 🗿💦 
#NFTCommunity #nft https://t.co/49Xc70k7lR"
2022-04-26 10:42:10+00:00,Pengyo_15,"@ztdoja @SaaR_nft @Smile_2186 
@_vayn_e 
@MielsNB 

hr.f.wam"
2022-04-26 10:42:05+00:00,greenporcupine1,"@shelleymaeph @SaaR_nft @Iren8333
@palekhoiland
@romariogls
@GKrestovich
 d3gmw.c.wam"
2022-04-26 10:42:00+00:00,Patrici81713040,@abushe7 B5vooDd8bB3z4J5tQ6T6EgVWEsxDs8z7qUyV3TdQoUxz @Lxsateh @Artist1Froggy @GUYPIXEL2 @KathieGasperi… https://t.co/FnnVq0cZ4G
2022-04-26 10:41:56+00:00,SandyCelestie1,@abushe7 BnsMbLSGupUQ8VtBgGPWAB7t2E9o7SQVGMZL7Q6QMEpD @web3devdev @resulyilmaz_52 @bwwwoy @Luca09663080 @Rois309763… https://t.co/bc5Q75y8dy
2022-04-26 10:41:44+00:00,NfTsafu,@NFT_Flipa @FelineFiendz @Cosmodinos @SpaceRiders_NFT @fools_nft @SmallBrosNFT @spriteclubNFT @los_muertosNFT… https://t.co/jdRSDNOYY3
2022-04-26 10:41:43+00:00,NicoleH58994728,@abushe7 2jdoV1PrUD4BArMV6jGWVbbiQmo46sYaF3XCUH4vy37h @CryptoMarci69 @YansunnuH @heiner_the @douxu_sol… https://t.co/1qGAYP5JMQ
2022-04-26 10:41:24+00:00,PaulAdeleye6,@nft_cryptogang 0x7036305ACc2acFbb8bB777B1B9a58E613db8b0c8
2022-04-26 10:41:21+00:00,ShannonThaxto16,@abushe7 4BBUKMJfjNtuE3mTFbKjWNyRy5H7Mg53mWMEosCQn1jL @puhahah27692351 @ggwavee @mirastelkova @ngannguyenhai… https://t.co/CnlRIMPIu3
2022-04-26 10:41:16+00:00,moonjeeey,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:41:14+00:00,aoffyscooby,"Coming Soon : Kongo jidai
Discord | https://t.co/63BG30Kscu

#NFT #openseanft #nftthailandcommunity #opensea… https://t.co/dA4ZXLRI8e"
2022-04-26 10:41:14+00:00,AshleyR24859331,@abushe7 oDD1Hajadm1vHqpJRDn1odNTvCCMusmgjyiHbsq23NE @8_ee @themarsmars @doandu9619 @Lina1_Ph @m_ark_NFT… https://t.co/KzqLYaAEEK
2022-04-26 10:41:12+00:00,Jennife32420373,@abushe7 FmnZaah7BbaecJdETC8cyTFeQ7591Qo23H4JtQ4NYR6w @nft_teo @nftycollecting @hujun727539861 @LanthGhost @zaczhu… https://t.co/0JTz0uCEqI
2022-04-26 10:41:05+00:00,ON_GOD100,@TIMUS_NFT 0xa9BaDa18C9C05F908Ae1F75dBC8517B5C11439CF https://t.co/u5FgVfZs0s
2022-04-26 10:41:04+00:00,greenporcupine1,"@AirdropHunter31 @SaaR_nft @Iren8333
@palekhoiland
@romariogls
@GKrestovich
 d3gmw.c.wam"
2022-04-26 10:40:57+00:00,Cecilia01716866,@abushe7 57Dn19A63RN5agnPnBLM3ioiUFXD8wy5pUdUByPCa1Ro @saxifrage2019 @Brokoola @thesaints_nft @dmag1416 @bizartbee… https://t.co/Em3OXapvMX
2022-04-26 10:40:52+00:00,LoriMoo63397753,@abushe7 4FP5wKGKaj3pgMx66tKGtqcNcH5u7jMy2TZxuyohW87u @Unclepaulie19 @morvixity @MFurkanIRON @mistermaven_… https://t.co/8xduh2Dxl3
2022-04-26 10:40:51+00:00,JoJoe217,"@parasol_finance @Samwitwicky888 @rushparkNFT @Kirawhite_nft 

5uVvGw7ULbH1jQreATwHRxuVH9hbgMmQo1fxg5FSR4x5"
2022-04-26 10:40:42+00:00,KariJon52374881,@abushe7 3Tgnac4RKBXxp1T5b4xYAjDLTiYiRn6rwU1MR3H4kvPR @zubeyirguer @micobaskan @enes_nfts @cbb3521747… https://t.co/PcdK4itgFC
2022-04-26 10:40:38+00:00,greenporcupine1,"@ztdoja @SaaR_nft @Iren8333
@palekhoiland
@romariogls
@GKrestovich
 d3gmw.c.wam"
2022-04-26 10:40:36+00:00,malambapuk_wins,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:40:32+00:00,AraAru_05,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:40:29+00:00,Allison89275664,@abushe7 58nq7m273kAGAHCtqozr11i6ahKS3UiH32G73ALNvomh @jnhoooo @Som2801 @DarkArtofMiller @ChampionDark2… https://t.co/xIMKHkhgkN
2022-04-26 10:40:24+00:00,jaemcityxxxxxx,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:40:17+00:00,StacyAl83645541,@abushe7 4P468RBYi3fZqUENbpKRViRV55khYdz1FHzvdZCvCdtN @FinalBrackets @JayBeezyinTPA @SostanzaC @Moon_spawn1… https://t.co/o3fHsVSBFN
2022-04-26 10:40:16+00:00,wjsnsupermoon,"@dubujuseyow list orbit wars
= ujungs
= once
= hyolyn stans
= nft
teruk betul"
2022-04-26 10:40:15+00:00,greenporcupine1,"@DreamzKrypto @SaaR_nft @Iren8333
@palekhoiland
@romariogls
@GKrestovich
 d3gmw.c.wam"
2022-04-26 10:40:08+00:00,LaurieF90396312,@abushe7 DoNgPYmoGdQn8Jjk12iHHHzyKbtUmreoNB43YBiahRAn @dancreagh @salazarLAP_NFT @JuanDAN69035377 @lnrddrw… https://t.co/pCadfLVIH9
2022-04-26 10:40:03+00:00,LindaFo45396770,@abushe7 Dbo1xFk9kHPT3hmYqzjAbGueuyRiX69dUpsb5qLgtXLH @Iwaszkiw420 @lucasbotti_nft @mjmpoker_eth @altisimus_btc… https://t.co/E1zFwCmkIx
2022-04-26 10:40:02+00:00,barerra_vannesa,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:39:59+00:00,_astreaxwins,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:39:44+00:00,Kristin32783646,@abushe7 CrZghD4o8EN5kgeFNsYrdpdKiXukz5vCvdFyUTKEPQWN @NFT_Corp_ @zyfly43 @lmmf84 @MoonManT @ZaccKRZA @JK18463421… https://t.co/8er3Y6VXa1
2022-04-26 10:39:44+00:00,youongho,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:39:36+00:00,Furkanyksl07,"@nft_cryptogang 0xd6518797bCe14127eFBb14599878f35258305868
Thanks"
2022-04-26 10:39:34+00:00,khcored,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:39:33+00:00,MyaSimm19269465,@abushe7 Ds9CrqWNzQBBAjmHjZd2KbmG7PjaxUDNfVkbVvyUWArk @sergiiobastos @DasonDragonz @MiguelClara16 @I_zkyo… https://t.co/tbv1OfAoPi
2022-04-26 10:39:28+00:00,degenplugnftt,@NFTRyRy @bubunft_ @Shindo_NFT @ShillVilleNFT @hellogoldilocks bubu#6483 @0xdoughnut @Kenzchillyx @zerocool_OG… https://t.co/5Rxi01CXQp
2022-04-26 10:39:14+00:00,kunjuscoin,@Eaglecon_NFT 0x789BB3EE653bAedC5dD5f504793E8b77f683E520
2022-04-26 10:39:07+00:00,bharat_750,@Carl_eth_NFT 0x0CEf4DB53655F7d559445B7b48C8cfe96885205A
2022-04-26 10:39:06+00:00,Krystal30672216,@abushe7 E5sBNxbMsdYPzsHj9Xmf8R4ftGLZqBwh9m19BnnRG6Hy @ferrosenol @TeriarcH @Miranda_e_6 @metazeum @XSlim_solanium… https://t.co/DsEj1RdoDJ
2022-04-26 10:39:02+00:00,AmieFer37571450,@abushe7 3UgAkbPpdg4ttqbgXCnMLMJjLjsbvQBoK7zKh7wUwGqL @Giffies_ @civetfarm @FurkanA74752911 @CryptoMelvin1… https://t.co/UXHw07OJBd
2022-04-26 10:38:55+00:00,kaicytxxwins,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:38:50+00:00,Snz_gfp,@cryptoziizii #santafloki  $hohoho #cryptoforacause #tesla #ElonMusk #SpaceX #Crypto #cryptogem #NFT #BSC #P2EGame… https://t.co/n8kCj2paGw
2022-04-26 10:38:46+00:00,chinwin0,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:38:44+00:00,bharat_750,@NFTCharacterAr1 @c777williams @CunhaEddie @dilov_rastaman @erykmedykowski @flykjc @HumbaTv @3adeqnoordelan @NftOgg… https://t.co/bFzNybAVog
2022-04-26 10:38:42+00:00,LuckyRiego1010,"RT @Nikiyagives: $20 | 280K ~ 72hrs

• Rt + Follow @ArenaMon_NFT https://t.co/zToEs12h4Q"
2022-04-26 10:38:25+00:00,abeebawincityyx,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:38:20+00:00,beyzbolcu3,@nft_cryptogang 0x022e673244055702F3Db58B82C3D3B0b6B2c479d
2022-04-26 10:38:17+00:00,Gimin06,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:38:17+00:00,Jennife25046002,@abushe7 4jM6WbzkjN3KNFWN4qagrmVnYat9sJPDftuGvphr4Si2 @Aligatr12 @Andrislatish @zyon_nft @ghettoaliens @tahmid2609… https://t.co/VQ4zwfGK6s
2022-04-26 10:38:12+00:00,jenng_exol,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:38:12+00:00,RhondaT68110851,@abushe7 CH5jRHWuMsHrP4Eo5ttPS5iAeR3bX4nexi6KXqAoWjiJ @transction_hash @WelcomeToTheDo4 @NFT_Sophiaa @Que3nNadz… https://t.co/ampQKF5cQz
2022-04-26 10:38:12+00:00,AmberAr55039214,@abushe7 9txdYcPZGJ8EBGDQWvAEyEDNwBJczCxyJ13Gm4yMUN6o @DusaRacing @AGorbovoy @sswt_dc @mogen_JP @juan_guarnizo9… https://t.co/hTEJcyr6kG
2022-04-26 10:38:08+00:00,LiaAnde66651380,@abushe7 BWXUPQZMUNh8VdM2YuBeGoxxKaFLbBKeJiez38nTMnsh @athang_sol @moekhite810 @mgaertner2 @_gknix @bit_lim… https://t.co/6oNwkODCVp
2022-04-26 10:37:50+00:00,jung_w0n1e,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:37:36+00:00,hadorn_michel,@Nft_Annata @14CLab 0x33bDFda9cEDA1d63560e047d3ff52db764Ab5335
2022-04-26 10:37:34+00:00,cesur_kutay,@shelleymaeph @SaaR_nft @elonmusk @cz_binance @HuobiGlobal  nikbg.wam
2022-04-26 10:37:23+00:00,Esen5673,"@shelleymaeph @SaaR_nft @LOKMANVARNA 
@AbdulselamEsen 
@MethiOlgac 
r2sbg.wam"
2022-04-26 10:37:17+00:00,JTang_XM,@Alexis_NFT 0xAC9613BA33CC6d81b31CB7f119cb54203eBef83d
2022-04-26 10:37:13+00:00,BrittanyBufor14,@abushe7 7x9uKziTP8h4GRfxQaLqSEoiom2Rvvmm1tUp3tUyvc9F @Tiny_MARTINY_ @torigenius1 @aCemeVC @gimmy_nft @SnoopTrading… https://t.co/OsaDDrOgIV
2022-04-26 10:37:12+00:00,Greenhornet_NFT,"@GwettMarquinhos 0x745054029DA992CecF517d085Bb17459E67635C7

@goddesssn80 @NftYuki @JaniceNFT15 https://t.co/fDltPj19KG"
2022-04-26 10:37:10+00:00,beyzbolcu3,@Alexis_NFT 0x022e673244055702F3Db58B82C3D3B0b6B2c479d
2022-04-26 10:37:04+00:00,DeniseJ91550728,@abushe7 B9qLUq96iMsF11GnBiZVJr6zyqfag8WK86cwjd8iW49e @Try2Tyler @BrhoeSegun @brave_indigo @erosjhan… https://t.co/8bb8Vlt03P
2022-04-26 10:37:03+00:00,rainwinzx,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:37:00+00:00,taes_sleepybear,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:36:58+00:00,jingg4_,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:36:57+00:00,_ellisiaa,"RT @aymmerry_: $2 · 28.000 IDR || 60 MINS 📄

RT + rt @NFT_News_Source 📌"
2022-04-26 10:36:56+00:00,EmilyBe53062713,@abushe7 6sCDYY2h6C3MQwcUYoRMbNZgaq2PErfzoXuvZWuHSmaj @vaginnochka @wall_nft @ParaverseNFT @santa_newNFT… https://t.co/i8NwPYIrA5
2022-04-26 10:36:55+00:00,ErinJon25465649,@abushe7 FxurnsJg2NkxvKR6GRyV6Ksi5dnSaBR8eDHCDyT8j5Nn @WarBoy421 @NfShaneka @fire_man_nft @nft_boy4 @J_JWells… https://t.co/sG7Ho3Xeov
2022-04-26 10:36:50+00:00,loveryourz,"RT @AreumPromotes: $50 || 700K IDR || 24hrs 🌷

RT, Like + Follow @NFT_HallofFame"
2022-04-26 10:36:50+00:00,JTang_XM,@nft_cryptogang 0xAC9613BA33CC6d81b31CB7f119cb54203eBef83d
